Indicator_ID,Indicator_Name,Parent_Code,Parent_Name,Area_Code,Area_Name,Area_Type,Sex,Age,Category_Type,Category,Time_period,Value,Lower_CI_limit,Upper_CI_limit,Count,Denominator,Value_note,Recent_Trend,Compared_to_England_value_or_percentiles,Compared_to_subnational_parent_value_or_percentiles
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,District & UA deprivation deciles in England (IMD2010),Second least deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,District & UA deprivation deciles in England (IMD2010),Least deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,County & UA deprivation deciles in England (IMD2015),Most deprived decile (IMD2015),2001 - 03,454.578774962625,448.509440725059,460.708351066247,22379.597,6635523,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,County & UA deprivation deciles in England (IMD2015),Second most deprived decile (IMD2015),2001 - 03,411.806031007629,405.049932067179,418.644350086709,14923.666,4856630,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,County & UA deprivation deciles in England (IMD2015),Third more deprived decile (IMD2015),2001 - 03,384.42292899627,378.133727490065,390.788747318762,14893.224,5089402,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,County & UA deprivation deciles in England (IMD2015),Fourth more deprived decile (IMD2015),2001 - 03,366.045206468044,360.990542962978,371.152103015919,20656.469,7058442,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,County & UA deprivation deciles in England (IMD2015),Fifth more deprived decile (IMD2015),2001 - 03,338.250818216611,332.560349143265,344.012785604018,14006.608,5218900,Value for Cornwall & Isles of Scilly combined,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,County & UA deprivation deciles in England (IMD2015),Fifth less deprived decile (IMD2015),2001 - 03,333.43655015409,329.075000228884,337.840827801818,22970.337,7872584,,,Same,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,County & UA deprivation deciles in England (IMD2015),Fourth less deprived decile (IMD2015),2001 - 03,313.09893844206,309.215291356499,317.018557212747,25680.73,9738514,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,County & UA deprivation deciles in England (IMD2015),Third less deprived decile (IMD2015),2001 - 03,287.569012531425,283.809492686665,291.365362881287,22969.664,9033041,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,County & UA deprivation deciles in England (IMD2015),Second least deprived decile (IMD2015),2001 - 03,277.266165947876,273.444645000047,281.127250026852,20580.814,8556185,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,County & UA deprivation deciles in England (IMD2015),Least deprived decile (IMD2015),2001 - 03,263.022677469512,259.195539361425,266.891356619261,18732.891,8826830,Value for Cornwall & Isles of Scilly combined,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,District & UA deprivation deciles in England (IMD2015),Most deprived decile (IMD2015),2001 - 03,433.739436716671,429.15096701846,438.363942449481,35664.486,10964294,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,District & UA deprivation deciles in England (IMD2015),Second most deprived decile (IMD2015),2001 - 03,373.688872329309,369.511821817857,377.900699401765,31751.683,10784990,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,District & UA deprivation deciles in England (IMD2015),Third more deprived decile (IMD2015),2001 - 03,355.474206102137,351.29923204254,359.685819137204,28591.522,9813032,Value for Cornwall & Isles of Scilly combined,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,District & UA deprivation deciles in England (IMD2015),Fourth more deprived decile (IMD2015),2001 - 03,343.223313422087,338.227424530399,348.273626118778,18598.498,6500408,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,District & UA deprivation deciles in England (IMD2015),Fifth more deprived decile (IMD2015),2001 - 03,324.913928216816,320.088046554387,329.793403912528,17899.952,6545988,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,District & UA deprivation deciles in England (IMD2015),Fifth less deprived decile (IMD2015),2001 - 03,287.75117344506,283.325324398234,292.228147407975,16552.84,6686303,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,District & UA deprivation deciles in England (IMD2015),Fourth less deprived decile (IMD2015),2001 - 03,283.77972888766,279.056524560681,288.561882191704,14194.148,5911554,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,District & UA deprivation deciles in England (IMD2015),Third less deprived decile (IMD2015),2001 - 03,266.221120595266,261.474690789903,271.031192944479,12310.345,5210209,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,District & UA deprivation deciles in England (IMD2015),Second least deprived decile (IMD2015),2001 - 03,261.305121085022,256.653888336638,266.018363260401,12451.317,5697700,Value for Cornwall & Isles of Scilly combined,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Male,All ages,District & UA deprivation deciles in England (IMD2015),Least deprived decile (IMD2015),2001 - 03,244.261396185544,239.352606007188,249.244101124592,9779.209,4771573,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,,,2001 - 03,185.377165752825,184.339844500047,186.418856545681,123475.193158,76168479,,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2010),Most deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2010),Second most deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2010),Third more deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2010),Fourth more deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2010),Fifth more deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2010),Fifth less deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2010),Fourth less deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2010),Third less deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2010),Second least deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2010),Least deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2010),Most deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2010),Second most deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2010),Third more deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2010),Fourth more deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2010),Fifth more deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2010),Fifth less deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2010),Fourth less deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2010),Third less deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2010),Second least deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2010),Least deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2015),Most deprived decile (IMD2015),2001 - 03,245.013961637884,240.840169402398,249.241602424001,13289.324912,6898982,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2015),Second most deprived decile (IMD2015),2001 - 03,224.581343069333,219.941592542942,229.293892101367,9012.859586,5071805,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2015),Third more deprived decile (IMD2015),2001 - 03,215.024177643469,210.612155920803,219.504937153615,9140.077106,5264074,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2015),Fourth more deprived decile (IMD2015),2001 - 03,203.205416267454,199.67870471341,206.77857366073,12757.439092,7422379,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2015),Fifth more deprived decile (IMD2015),2001 - 03,189.454651889086,185.458913322389,193.514337141252,8666.136542,5471140,Value for Cornwall & Isles of Scilly combined,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2015),Fifth less deprived decile (IMD2015),2001 - 03,191.488763630388,188.393041424987,194.622494421627,14663.986458,8242065,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2015),Fourth less deprived decile (IMD2015),2001 - 03,177.142812745092,174.418409236927,179.898942613682,16288.898668,10193001,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2015),Third less deprived decile (IMD2015),2001 - 03,162.133379388064,159.501609040883,164.797556773032,14578.941998,9501923,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2015),Second least deprived decile (IMD2015),2001 - 03,155.412317109391,152.734435882868,158.125188482331,12958.628206,8965278,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,County & UA deprivation deciles in England (IMD2015),Least deprived decile (IMD2015),2001 - 03,153.551535565871,150.808955469391,156.331181057551,12118.90059,9137832,Value for Cornwall & Isles of Scilly combined,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2015),Most deprived decile (IMD2015),2001 - 03,234.420435936388,231.264854444429,237.608123381962,21304.614076,11435303,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2015),Second most deprived decile (IMD2015),2001 - 03,209.443953274799,206.510177152438,212.40882798951,19636.416356,11239725,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2015),Third more deprived decile (IMD2015),2001 - 03,200.539642866182,197.601000656517,203.510911404253,17909.64533,10334946,Value for Cornwall & Isles of Scilly combined,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2015),Fourth more deprived decile (IMD2015),2001 - 03,188.116804948843,184.660115648727,191.621724083248,11375.743038,6793973,,,Same,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2015),Fifth more deprived decile (IMD2015),2001 - 03,180.733135710091,177.38288075179,184.13058306349,11162.616114,6867935,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2015),Fifth less deprived decile (IMD2015),2001 - 03,165.54726771525,162.409604983828,168.730100719343,10690.77338,7013633,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2015),Fourth less deprived decile (IMD2015),2001 - 03,162.386436380117,159.060404527991,165.764210895485,9166.637994,6172449,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2015),Third less deprived decile (IMD2015),2001 - 03,154.618289161276,151.228224030144,158.064947897104,7970.345168,5435615,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2015),Second least deprived decile (IMD2015),2001 - 03,150.824264945824,147.508847496044,154.19500832605,7976.486964,5929067,Value for Cornwall & Isles of Scilly combined,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Female,All ages,District & UA deprivation deciles in England (IMD2015),Least deprived decile (IMD2015),2001 - 03,140.392547144716,136.914835250023,143.935730461391,6281.914738,4945833,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,,,2001 - 03,254.685038736014,253.800100724169,255.572285644224,321269.193158,149054530,,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2010),Most deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2010),Second most deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2010),Third more deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2010),Fourth more deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2010),Fifth more deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2010),Fifth less deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2010),Fourth less deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2010),Third less deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2010),Second least deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2010),Least deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,District & UA deprivation deciles in England (IMD2010),Most deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,District & UA deprivation deciles in England (IMD2010),Second most deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,District & UA deprivation deciles in England (IMD2010),Third more deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,District & UA deprivation deciles in England (IMD2010),Fourth more deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,District & UA deprivation deciles in England (IMD2010),Fifth more deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,District & UA deprivation deciles in England (IMD2010),Fifth less deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,District & UA deprivation deciles in England (IMD2010),Fourth less deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,District & UA deprivation deciles in England (IMD2010),Third less deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,District & UA deprivation deciles in England (IMD2010),Second least deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,District & UA deprivation deciles in England (IMD2010),Least deprived decile (IMD2010),2001 - 03,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Most deprived decile (IMD2015),2001 - 03,345.638748376683,342.02876410769,349.277082270257,35668.921912,13534505,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Second most deprived decile (IMD2015),2001 - 03,313.572171391701,309.570793366468,317.611945200692,23936.525586,9928435,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Third more deprived decile (IMD2015),2001 - 03,295.82356807685,292.057663806657,299.625535394084,24033.301106,10353476,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Fourth more deprived decile (IMD2015),2001 - 03,280.884903498816,277.862309408504,283.932025805596,33413.908092,14480821,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Fifth more deprived decile (IMD2015),2001 - 03,260.246127982238,256.837103052965,263.688768918944,22672.744542,10690040,Value for Cornwall & Isles of Scilly combined,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Fifth less deprived decile (IMD2015),2001 - 03,259.832853800894,257.205668072677,262.480122856243,37634.323458,16114649,,,Worse,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Fourth less deprived decile (IMD2015),2001 - 03,242.302325203184,239.977625848598,244.643848915011,41969.628668,19931515,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Third less deprived decile (IMD2015),2001 - 03,222.067884348811,219.819796170744,224.333177558536,37548.605998,18534964,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Second least deprived decile (IMD2015),2001 - 03,213.689786982734,211.400174040298,215.997945071779,33539.442206,17521463,,,Better,Not compared
92488,4.03 - Mortality rate from causes considered preventable,,,E92000001,England,Country,Persons,All ages,County & UA deprivation deciles in England (IMD2015),Least deprived decile (IMD2015),2001 - 03,206.621324838964,204.302422105415,208.959814740509,30851.79159,17964662,Value for Cornwall & Isles of Scilly combined,,Better,Not compared
