Indicator_ID,Indicator_Name,Parent_Code,Parent_Name,Area_Code,Area_Name,Area_Type,Sex,Age,Category_Type,Category,Time_period,Value,Lower_CI_limit,Upper_CI_limit,Count,Denominator,Value_note,Recent_Trend,Compared_to_England_value_or_percentiles,Compared_to_subnational_parent_value_or_percentiles
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Third more deprived decile (IMD2010),2007/08,64.8785695222845,,,7293,11241,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Fourth more deprived decile (IMD2010),2007/08,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Fifth more deprived decile (IMD2010),2007/08,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Fifth less deprived decile (IMD2010),2007/08,72.5551568822048,,,9504,13099,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Fourth less deprived decile (IMD2010),2007/08,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Third less deprived decile (IMD2010),2007/08,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Second least deprived decile (IMD2010),2007/08,78.1351880026081,,,7190,9202,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Least deprived decile (IMD2010),2007/08,77.8784446961117,,,6189,7947,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Most deprived decile (IMD2015),2007/08,62.4292406792895,61.9603539810689,62.8981273775101,25586,40984,,,Worse,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Second most deprived decile (IMD2015),2007/08,62.5796026993632,61.9257451218398,63.2334602768865,13168,21042,,,Worse,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Third more deprived decile (IMD2015),2007/08,64.3991440477531,63.6948900629709,65.1033980325353,11436,17758,,,Worse,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Fourth more deprived decile (IMD2015),2007/08,64.3862612612613,63.5988620324663,65.1736604900562,9148,14208,,,Worse,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Fifth more deprived decile (IMD2015),2007/08,65.0801862390067,64.2125755935763,65.9477968844372,7548,11598,,,Worse,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Fifth less deprived decile (IMD2015),2007/08,67.3993794519949,66.7920274414458,68.0067314625441,15423,22883,,,Worse,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Fourth less deprived decile (IMD2015),2007/08,70.1319054459971,69.6193293721633,70.644481519831,21480,30628,,,Better,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Third less deprived decile (IMD2015),2007/08,74.083624246271,73.542701654245,74.624546838297,18675,25208,,,Better,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Second least deprived decile (IMD2015),2007/08,74.754617414248,74.1360864380113,75.3731483904848,14166,18950,,,Better,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Least deprived decile (IMD2015),2007/08,76.1406734858062,75.5073961631567,76.7739508084558,13250,17402,,,Better,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Most deprived decile (IMD2015),2007/08,62.3111704860754,61.9180813968096,62.7042595753412,36381,58386,,,Worse,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Second most deprived decile (IMD2015),2007/08,64.1935760661271,63.6910275606382,64.6961245716159,22444,34963,,,Worse,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Third more deprived decile (IMD2015),2007/08,65.2749003984064,64.5947837000264,65.9550170967863,12288,18825,,,Worse,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Fourth more deprived decile (IMD2015),2007/08,70.0279497999671,69.3632060436425,70.6926935562917,12778,18247,,,Better,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Fifth more deprived decile (IMD2015),2007/08,68.7133311603651,68.1332569406525,69.2934053800776,16865,24544,,,Same,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Fifth less deprived decile (IMD2015),2007/08,72.4935051163777,71.8562095614097,73.1308006713458,13673,18861,,,Better,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Fourth less deprived decile (IMD2015),2007/08,74.101646385111,73.3751927937754,74.8280999764466,10352,13970,,,Better,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Third less deprived decile (IMD2015),2007/08,74.6806912096168,73.9019809868747,75.459401432359,8946,11979,,,Better,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Second least deprived decile (IMD2015),2007/08,77.0760042542747,76.3308058417039,77.8212026668455,9421,12223,,,Better,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Least deprived decile (IMD2015),2007/08,78.0092318617588,77.1260571671308,78.8924065563868,6591,8449,,,Better,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,,,2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Most deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Second most deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Third more deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Fourth more deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Fifth more deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Fifth less deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Fourth less deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Third less deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Second least deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Least deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Most deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Second most deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Third more deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Fourth more deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Fifth more deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Fifth less deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Fourth less deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Third less deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Second least deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Least deprived decile (IMD2010),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Most deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Second most deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Third more deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Fourth more deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Fifth more deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Fifth less deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Fourth less deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Third less deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Second least deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Least deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Most deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Second most deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Third more deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Fourth more deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Fifth more deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Fifth less deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Fourth less deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Third less deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Second least deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Least deprived decile (IMD2015),2008/09,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,,,2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Most deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Second most deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Third more deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Fourth more deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Fifth more deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Fifth less deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Fourth less deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Third less deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Second least deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2010),Least deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Most deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Second most deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Third more deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Fourth more deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Fifth more deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Fifth less deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Fourth less deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Third less deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Second least deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2010),Least deprived decile (IMD2010),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Most deprived decile (IMD2015),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Second most deprived decile (IMD2015),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Third more deprived decile (IMD2015),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Fourth more deprived decile (IMD2015),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Fifth more deprived decile (IMD2015),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Fifth less deprived decile (IMD2015),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Fourth less deprived decile (IMD2015),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Third less deprived decile (IMD2015),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Second least deprived decile (IMD2015),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,County & UA deprivation deciles in England (IMD2015),Least deprived decile (IMD2015),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
92441,4.02 - Proportion of five year old children free from dental decay ,,,E92000001,England,Country,Persons,5 yrs,District & UA deprivation deciles in England (IMD2015),Most deprived decile (IMD2015),2009/10,,,,,,Aggregated from all known lower geography values,,Not compared,Not compared
